model,evaluation,HR@5,HR@10,HR@20,NDCG@5,NDCG@10,NDCG@20
NCF,validation,0.5362582781456954,0.7142384105960264,0.8620860927152317,0.3713465109588655,0.42908876848673805,0.46671684553224607
NCF,test,0.5079496522027162,0.6785359390526664,0.8327260682345148,0.3455050303891168,0.400973208000084,0.4401092848808735
